prov;muni;namuni;surname;number;population;ni;pki
15;15087;Valdovi?;FREIRE;105;3166;25;0.033164877
15;15087;Valdovi?;PEREZ;85;3166;25;0.026847757
15;15087;Valdovi?;DOPICO;101;3166;25;0.031901453
15;15087;Valdovi?;VEIGA;86;3166;25;0.027163613
15;15087;Valdovi?;FRAGA;66;3166;25;0.020846494
15;15087;Valdovi?;ANEIROS;73;3166;25;0.023057486
15;15087;Valdovi?;REY;72;3166;25;0.02274163
15;15087;Valdovi?;GOMEZ;77;3166;25;0.02432091
15;15087;Valdovi?;IGLESIAS;45;3166;25;0.014213519
15;15087;Valdovi?;HERMIDA;61;3166;25;0.019267214
15;15087;Valdovi?;BOUZA;63;3166;25;0.019898926
15;15087;Valdovi?;BOGO;46;3166;25;0.014529375
15;15087;Valdovi?;COUCE;55;3166;25;0.017372078
15;15087;Valdovi?;VERGARA;48;3166;25;0.015161087
15;15087;Valdovi?;VAZQUEZ;40;3166;25;0.012634239
15;15087;Valdovi?;AMENEIROS;50;3166;25;0.015792798
15;15089;Vedra;FERNANDEZ;159;1770;25;0.089830508
15;15089;Vedra;GARCIA;170;1770;25;0.096045198
15;15089;Vedra;LOPEZ;135;1770;25;0.076271186
15;15089;Vedra;IGLESIAS;120;1770;25;0.06779661
15;15089;Vedra;GONZALEZ;103;1770;25;0.05819209
15;15089;Vedra;RODRIGUEZ;106;1770;25;0.059887006
15;15089;Vedra;CASTRO;82;1770;25;0.046327684
15;15089;Vedra;MARTINEZ;73;1770;25;0.041242938
15;15089;Vedra;VAZQUEZ;73;1770;25;0.041242938
15;15089;Vedra;REY;64;1770;25;0.036158192
15;15089;Vedra;ALVAREZ;73;1770;25;0.041242938
15;15089;Vedra;BARREIRO;62;1770;25;0.035028249
15;15089;Vedra;GOMEZ;52;1770;25;0.029378531
15;15089;Vedra;NEIRA;54;1770;25;0.030508475
15;15089;Vedra;OTERO;59;1770;25;0.033333333
15;15089;Vedra;CARBIA;40;1770;25;0.02259887
15;15089;Vedra;CANICOBA;46;1770;25;0.025988701
15;15089;Vedra;SANCHEZ;49;1770;25;0.027683616
15;15089;Vedra;SOUTO;26;1770;25;0.014689266
15;15089;Vedra;CUTRIN;40;1770;25;0.02259887
15;15089;Vedra;LOBATO;39;1770;25;0.022033898
15;15089;Vedra;SUAREZ;34;1770;25;0.01920904
15;15089;Vedra;ALBELA;34;1770;25;0.01920904
15;15089;Vedra;CASAL;39;1770;25;0.022033898
15;15089;Vedra;PEREZ;38;1770;25;0.021468927
15;15091;Vilarmaior;VARELA;67;601;25;0.111480865
15;15091;Vilarmaior;FERNANDEZ;64;601;25;0.106489185
15;15091;Vilarmaior;LOPEZ;58;601;25;0.096505824
15;15091;Vilarmaior;VAZQUEZ;52;601;25;0.086522463
15;15091;Vilarmaior;GARCIA;53;601;25;0.088186356
15;15091;Vilarmaior;MARTINEZ;25;601;25;0.041597338
15;15091;Vilarmaior;RODRIGUEZ;23;601;25;0.038269551
15;15091;Vilarmaior;GONZALEZ;21;601;25;0.034941764
15;15091;Vilarmaior;AMADO;22;601;25;0.036605657
15;15091;Vilarmaior;CASTRO;22;601;25;0.036605657
15;15091;Vilarmaior;CORTIZAS;15;601;25;0.024958403
15;15091;Vilarmaior;GOMEZ;14;601;25;0.023294509
15;15091;Vilarmaior;DIAZ;19;601;25;0.031613977
15;15091;Vilarmaior;PENA;11;601;25;0.018302829
15;15091;Vilarmaior;ESPI?EIRA;16;601;25;0.026622296
15;15091;Vilarmaior;PEREZ;14;601;25;0.023294509
15;15091;Vilarmaior;ALLEGUE;12;601;25;0.019966722
15;15091;Vilarmaior;DOPICO;17;601;25;0.02828619
15;15091;Vilarmaior;IGLESIAS;10;601;25;0.016638935
15;15091;Vilarmaior;RICO;12;601;25;0.019966722
15;15091;Vilarmaior;GOLPE;15;601;25;0.024958403
15;15091;Vilarmaior;PORCA;12;601;25;0.019966722
15;15091;Vilarmaior;FREIJOMIL;11;601;25;0.018302829
15;15091;Vilarmaior;CUPEIRO;8;601;25;0.013311148
15;15091;Vilarmaior;ABELEDO;8;601;25;0.013311148
15;15090;Vilasantar;GARCIA;96;766;25;0.125326371
15;15090;Vilasantar;SANCHEZ;96;766;25;0.125326371
15;15090;Vilasantar;VAZQUEZ;61;766;25;0.079634465
15;15090;Vilasantar;LOPEZ;62;766;25;0.080939948
15;15090;Vilasantar;RODRIGUEZ;46;766;25;0.060052219
15;15090;Vilasantar;VILARI?O;25;766;25;0.032637076
15;15090;Vilasantar;FREIRE;39;766;25;0.050913838
15;15090;Vilasantar;GOMEZ;28;766;25;0.036553525
15;15090;Vilasantar;MARTINEZ;35;766;25;0.045691906
15;15090;Vilasantar;CORRAL;34;766;25;0.044386423
15;15090;Vilasantar;ASTRAY;32;766;25;0.041775457
15;15090;Vilasantar;PEREZ;22;766;25;0.028720627
15;15090;Vilasantar;ALLER;29;766;25;0.037859008
15;15090;Vilasantar;FERNANDEZ;19;766;25;0.024804178
15;15090;Vilasantar;SEOANE;16;766;25;0.020887728
15;15090;Vilasantar;PLATAS;12;766;25;0.015665796
15;15090;Vilasantar;BLANCO;12;766;25;0.015665796
15;15090;Vilasantar;LABANDEIRA;19;766;25;0.024804178
15;15090;Vilasantar;PAZ;11;766;25;0.014360313
15;15090;Vilasantar;IGLESIAS;12;766;25;0.015665796
15;15090;Vilasantar;TABOADA;15;766;25;0.019582245
15;15090;Vilasantar;SOUTO;13;766;25;0.016971279
15;15090;Vilasantar;BUGALLO;17;766;25;0.022193211
15;15090;Vilasantar;LAMAS;8;766;25;0.010443864
15;15090;Vilasantar;FANDI?O;7;766;25;0.009138381
15;15092;Vimianzo;LEMA;418;3659;25;0.114238863
15;15092;Vimianzo;PEREZ;313;3659;25;0.085542498
15;15092;Vimianzo;RODRIGUEZ;260;3659;25;0.071057666
15;15092;Vimianzo;MARTINEZ;216;3659;25;0.059032523
15;15092;Vimianzo;SUAREZ;179;3659;25;0.04892047
15;15092;Vimianzo;BLANCO;173;3659;25;0.047280678
15;15092;Vimianzo;GARCIA;156;3659;25;0.0426346
15;15092;Vimianzo;LOPEZ;150;3659;25;0.040994807
15;15092;Vimianzo;MOUZO;139;3659;25;0.037988521
15;15092;Vimianzo;CASTI?EIRA;119;3659;25;0.032522547
15;15092;Vimianzo;MENDEZ;125;3659;25;0.034162339
15;15092;Vimianzo;POSE;130;3659;25;0.035528833
15;15092;Vimianzo;SANTOS;134;3659;25;0.036622028
15;15092;Vimianzo;TRILLO;135;3659;25;0.036895327
15;15092;Vimianzo;CAAMA?O;94;3659;25;0.025690079
15;15092;Vimianzo;CANOSA;111;3659;25;0.030336157
15;15092;Vimianzo;ROMERO;98;3659;25;0.026783274
15;15092;Vimianzo;PAZOS;93;3659;25;0.025416781
15;15092;Vimianzo;CASTRO;95;3659;25;0.025963378
15;15092;Vimianzo;MI?ONES;87;3659;25;0.023776988
15;15092;Vimianzo;VAZQUEZ;94;3659;25;0.025690079
15;15092;Vimianzo;RAMOS;94;3659;25;0.025690079
15;15092;Vimianzo;PEREIRA;79;3659;25;0.021590599
15;15092;Vimianzo;FERNANDEZ;79;3659;25;0.021590599
15;15092;Vimianzo;ESPASANDIN;88;3659;25;0.024050287
15;15093;Zas;GARCIA;145;2176;25;0.066636029
15;15093;Zas;BLANCO;159;2176;25;0.073069853
15;15093;Zas;ESPASANDIN;136;2176;25;0.0625
15;15093;Zas;SUAREZ;126;2176;25;0.057904412
15;15093;Zas;RIAL;105;2176;25;0.048253676
15;15093;Zas;GONZALEZ;135;2176;25;0.062040441
15;15093;Zas;MARTINEZ;105;2176;25;0.048253676
15;15093;Zas;LEMA;100;2176;25;0.045955882
15;15093;Zas;LOPEZ;89;2176;25;0.040900735
15;15093;Zas;FERNANDEZ;77;2176;25;0.035386029
15;15093;Zas;SANTOS;95;2176;25;0.043658088
15;15093;Zas;FERREIRO;82;2176;25;0.037683824
15;15093;Zas;CASTI?EIRA;65;2176;25;0.029871324
15;15093;Zas;REY;66;2176;25;0.030330882
15;15093;Zas;PEREZ;83;2176;25;0.038143382
15;15093;Zas;VARELA;82;2176;25;0.037683824
15;15093;Zas;RODRIGUEZ;78;2176;25;0.035845588
15;15093;Zas;DOMINGUEZ;67;2176;25;0.030790441
15;15093;Zas;ROJO;55;2176;25;0.025275735
15;15093;Zas;CASTRO;58;2176;25;0.026654412
15;15093;Zas;POSE;39;2176;25;0.017922794
15;15093;Zas;ROMERO;71;2176;25;0.032628676
15;15093;Zas;VAZQUEZ;56;2176;25;0.025735294
15;15093;Zas;ANTELO;47;2176;25;0.021599265
15;15093;Zas;SOUTO;55;2176;25;0.025275735
27;27001;Abad?;DIAZ;126;1237;25;0.101859337
27;27001;Abad?;RODRIGUEZ;128;1237;25;0.103476152
27;27001;Abad?;LOPEZ;82;1237;25;0.06628941
27;27001;Abad?;FERNANDEZ;93;1237;25;0.075181892
27;27001;Abad?;GARCIA;91;1237;25;0.073565077
27;27001;Abad?;OTERO;51;1237;25;0.041228779
27;27001;Abad?;GONZALEZ;53;1237;25;0.042845594
27;27001;Abad?;PEREZ;55;1237;25;0.044462409
27;27001;Abad?;IGLESIAS;43;1237;25;0.03476152
27;27001;Abad?;RIVAS;38;1237;25;0.030719483
27;27001;Abad?;GOMEZ;37;1237;25;0.029911075
27;27001;Abad?;CARRACEDO;38;1237;25;0.030719483
27;27001;Abad?;PAZ;29;1237;25;0.023443816
27;27001;Abad?;BELLO;36;1237;25;0.029102668
27;27001;Abad?;FRAGA;33;1237;25;0.026677445
27;27001;Abad?;CENDAN;35;1237;25;0.02829426
27;27001;Abad?;PORTELA;37;1237;25;0.029911075
27;27001;Abad?;ARES;29;1237;25;0.023443816
27;27001;Abad?;FRANCOS;28;1237;25;0.022635408
27;27001;Abad?;SEIJO;29;1237;25;0.023443816
27;27001;Abad?;GIL;26;1237;25;0.021018593
27;27001;Abad?;CASTI?EIRA;36;1237;25;0.029102668
27;27001;Abad?;VERDES;28;1237;25;0.022635408
27;27001;Abad?;VALLE;31;1237;25;0.025060631
27;27001;Abad?;HERMIDA;25;1237;25;0.020210186
27;27002;Alfoz;GARCIA;98;943;25;0.103923648
27;27002;Alfoz;FERNANDEZ;74;943;25;0.078472959
27;27002;Alfoz;DIAZ;58;943;25;0.061505832
27;27002;Alfoz;PAZ;51;943;25;0.054082715
27;27002;Alfoz;GONZALEZ;41;943;25;0.043478261
27;27002;Alfoz;FRAGA;51;943;25;0.054082715
27;27002;Alfoz;RODRIGUEZ;34;943;25;0.036055143
27;27002;Alfoz;GEADA;45;943;25;0.047720042
27;27002;Alfoz;LORENZO;39;943;25;0.04135737
27;27002;Alfoz;VAL;37;943;25;0.039236479
27;27002;Alfoz;EXPOSITO;38;943;25;0.040296925
27;27002;Alfoz;PARDEIRO;31;943;25;0.032873807
27;27002;Alfoz;OTERO;29;943;25;0.030752916
27;27002;Alfoz;LOPEZ;25;943;25;0.026511135
27;27002;Alfoz;CAO;36;943;25;0.038176034
27;27002;Alfoz;MARTINEZ;29;943;25;0.030752916
27;27002;Alfoz;PERNAS;29;943;25;0.030752916
27;27002;Alfoz;CARREIRAS;32;943;25;0.033934252
27;27002;Alfoz;VIZOSO;30;943;25;0.031813362
27;27002;Alfoz;CAYON;24;943;25;0.025450689
27;27002;Alfoz;VAZQUEZ;31;943;25;0.032873807
27;27002;Alfoz;PUMARES;11;943;25;0.011664899
27;27002;Alfoz;MASEDA;27;943;25;0.028632025
27;27002;Alfoz;REGA;24;943;25;0.025450689
27;27002;Alfoz;PENA;19;943;25;0.020148462
27;27003;Antas de Ulla;GARCIA;216;1145;25;0.188646288
27;27003;Antas de Ulla;VAZQUEZ;149;1145;25;0.130131004
27;27003;Antas de Ulla;FERNANDEZ;91;1145;25;0.079475983
27;27003;Antas de Ulla;VARELA;66;1145;25;0.057641921
27;27003;Antas de Ulla;GOMEZ;64;1145;25;0.055895197
27;27003;Antas de Ulla;RODRIGUEZ;63;1145;25;0.055021834
27;27003;Antas de Ulla;LOPEZ;45;1145;25;0.03930131
27;27003;Antas de Ulla;MENDEZ;40;1145;25;0.034934498
27;27003;Antas de Ulla;SANCHEZ;36;1145;25;0.031441048
27;27003;Antas de Ulla;OTERO;34;1145;25;0.029694323
27;27003;Antas de Ulla;GONZALEZ;32;1145;25;0.027947598
27;27003;Antas de Ulla;GUERRA;42;1145;25;0.036681223
27;27003;Antas de Ulla;FERREIRO;31;1145;25;0.027074236
27;27003;Antas de Ulla;IGLESIAS;28;1145;25;0.024454148
27;27003;Antas de Ulla;BLANCO;20;1145;25;0.017467249
27;27003;Antas de Ulla;PEREIRO;23;1145;25;0.020087336
27;27003;Antas de Ulla;MOURELLE;17;1145;25;0.014847162
27;27003;Antas de Ulla;VILA;18;1145;25;0.015720524
27;27003;Antas de Ulla;PEREZ;20;1145;25;0.017467249
27;27003;Antas de Ulla;DIEGUEZ;18;1145;25;0.015720524
27;27003;Antas de Ulla;GUERREIRO;15;1145;25;0.013100437
27;27003;Antas de Ulla;CARBALLO;14;1145;25;0.012227074
27;27003;Antas de Ulla;LAMAZARES;21;1145;25;0.018340611
27;27003;Antas de Ulla;MARI?O;19;1145;25;0.016593886
27;27003;Antas de Ulla;EXPOSITO;23;1145;25;0.020087336
27;27004;Baleira;FERNANDEZ;260;926;25;0.280777538
27;27004;Baleira;LOPEZ;134;926;25;0.144708423
27;27004;Baleira;ALVAREZ;63;926;25;0.068034557
27;27004;Baleira;DIAZ;65;926;25;0.070194384
27;27004;Baleira;PIN;45;926;25;0.048596112
27;27004;Baleira;GOMEZ;32;926;25;0.034557235
27;27004;Baleira;GONZALEZ;29;926;25;0.031317495
27;27004;Baleira;RODRIGUEZ;21;926;25;0.022678186
27;27004;Baleira;ARIAS;21;926;25;0.022678186
27;27004;Baleira;VALI?O;27;926;25;0.029157667
27;27004;Baleira;NEIRA;15;926;25;0.016198704
27;27004;Baleira;PEREZ;16;926;25;0.017278618
27;27004;Baleira;NU?EZ;22;926;25;0.023758099
27;27004;Baleira;PEREIRA;18;926;25;0.019438445
27;27004;Baleira;DORADO;19;926;25;0.020518359
27;27004;Baleira;GRA?A;14;926;25;0.01511879
27;27004;Baleira;LOMBARDERO;16;926;25;0.017278618
27;27004;Baleira;GARCIA;13;926;25;0.014038877
27;27004;Baleira;PRIETO;15;926;25;0.016198704
27;27004;Baleira;PARDO;13;926;25;0.014038877
27;27004;Baleira;MENDEZ;15;926;25;0.016198704
27;27004;Baleira;TORNEIRO;17;926;25;0.018358531
27;27004;Baleira;VEGA;13;926;25;0.014038877
27;27004;Baleira;CHANTRES;10;926;25;0.010799136
27;27004;Baleira;SARCEDA;13;926;25;0.014038877
27;27901;Baralla;FERNANDEZ;437;1783;25;0.245092541
27;27901;Baralla;LOPEZ;266;1783;25;0.149186764
27;27901;Baralla;RODRIGUEZ;95;1783;25;0.053280987
27;27901;Baralla;GARCIA;103;1783;25;0.057767807
27;27901;Baralla;GONZALEZ;99;1783;25;0.055524397
27;27901;Baralla;DIAZ;82;1783;25;0.045989905
27;27901;Baralla;PEREZ;93;1783;25;0.052159282
27;27901;Baralla;ALVAREZ;65;1783;25;0.036455412
27;27901;Baralla;NU?EZ;60;1783;25;0.03365115
27;27901;Baralla;VAZQUEZ;55;1783;25;0.030846887
27;27901;Baralla;ARIAS;52;1783;25;0.02916433
27;27901;Baralla;GOMEZ;29;1783;25;0.016264722
27;27901;Baralla;PARDO;44;1783;25;0.02467751
27;27901;Baralla;MOURIN;37;1783;25;0.020751542
27;27901;Baralla;MENDEZ;37;1783;25;0.020751542
27;27901;Baralla;VILLARES;34;1783;25;0.019068985
27;27901;Baralla;SANCHEZ;34;1783;25;0.019068985
27;27901;Baralla;BECERRA;25;1783;25;0.014021312
27;27901;Baralla;MARTINEZ;24;1783;25;0.01346046
27;27901;Baralla;CALOTO;23;1783;25;0.012899607
27;27901;Baralla;VILELA;23;1783;25;0.012899607
27;27901;Baralla;CALDEIRO;20;1783;25;0.01121705
27;27901;Baralla;QUIROGA;17;1783;25;0.009534492
27;27901;Baralla;PRIETO;19;1783;25;0.010656197
27;27901;Baralla;VILA;10;1783;25;0.005608525
27;27005;Barreiros;FERNANDEZ;205;1408;25;0.145596591
27;27005;Barreiros;LOPEZ;162;1408;25;0.115056818
27;27005;Barreiros;RODRIGUEZ;106;1408;25;0.075284091
27;27005;Barreiros;GARCIA;126;1408;25;0.089488636
27;27005;Barreiros;DIAZ;84;1408;25;0.059659091
27;27005;Barreiros;PEREZ;95;1408;25;0.067471591
27;27005;Barreiros;GONZALEZ;85;1408;25;0.060369318
27;27005;Barreiros;MARTINEZ;54;1408;25;0.038352273
27;27005;Barreiros;IGLESIAS;34;1408;25;0.024147727
27;27005;Barreiros;OTERO;50;1408;25;0.035511364
27;27005;Barreiros;REGO;30;1408;25;0.021306818
27;27005;Barreiros;ROCHA;27;1408;25;0.019176136
27;27005;Barreiros;VAZQUEZ;29;1408;25;0.020596591
27;27005;Barreiros;VEIGA;34;1408;25;0.024147727
27;27005;Barreiros;DORADO;38;1408;25;0.026988636
27;27005;Barreiros;ALVAREZ;36;1408;25;0.025568182
27;27005;Barreiros;GOMEZ;31;1408;25;0.022017045
27;27005;Barreiros;MENDEZ;28;1408;25;0.019886364
27;27005;Barreiros;ALONSO;26;1408;25;0.018465909
27;27005;Barreiros;SANCHEZ;21;1408;25;0.014914773
27;27005;Barreiros;BERMUDEZ;23;1408;25;0.016335227
27;27005;Barreiros;MASEDA;23;1408;25;0.016335227
27;27005;Barreiros;AMOR;22;1408;25;0.015625
27;27005;Barreiros;FRANCO;17;1408;25;0.012073864
27;27005;Barreiros;EXPOSITO;22;1408;25;0.015625
27;27006;"Becerre?,FERNANDEZ""";405;1813;25;0.223386652;
27;27006;"Becerre?,LOPEZ""";266;1813;25;0.146718147;
27;27006;"Becerre?,RODRIGUEZ""";144;1813;25;0.079426365;
27;27006;"Becerre?,GONZALEZ""";103;1813;25;0.056811914;
27;27006;"Becerre?,GOMEZ""";114;1813;25;0.062879206;
27;27006;"Becerre?,DIAZ""";114;1813;25;0.062879206;
27;27006;"Becerre?,ALVAREZ""";59;1813;25;0.032542747;
27;27006;"Becerre?,PEREZ""";63;1813;25;0.034749035;
27;27006;"Becerre?,GARCIA""";70;1813;25;0.038610039;
27;27006;"Becerre?,NU?EZ""";47;1813;25;0.025923883;
27;27006;"Becerre?,CASTRO""";53;1813;25;0.029233315;
27;27006;"Becerre?,SANTIN""";32;1813;25;0.017650303;
27;27006;"Becerre?,ARIAS""";29;1813;25;0.015995587;
27;27006;"Becerre?,DEIROS""";38;1813;25;0.020959735;
27;27006;"Becerre?,VAZQUEZ""";34;1813;25;0.018753447;
27;27006;"Becerre?,NEIRA""";29;1813;25;0.015995587;
27;27006;"Becerre?,PARDO""";32;1813;25;0.017650303;
27;27006;"Becerre?,PEREIRA""";28;1813;25;0.015444015;
27;27006;"Becerre?,FONTAL""";24;1813;25;0.013237728;
27;27006;"Becerre?,MENDEZ""";22;1813;25;0.012134584;
27;27006;"Becerre?,RIVERO""";26;1813;25;0.014340871;
27;27006;"Becerre?,POY""";17;1813;25;0.009376724;
27;27006;"Becerre?,CARBALLO""";19;1813;25;0.010479868;
27;27006;"Becerre?,MONTA?A""";29;1813;25;0.015995587;
27;27006;"Becerre?,GUTIERREZ""";16;1813;25;0.008825152;
27;27007;Begonte;LOPEZ;161;1554;25;0.103603604
27;27007;Begonte;DIAZ;165;1554;25;0.106177606
27;27007;Begonte;FERNANDEZ;114;1554;25;0.073359073
27;27007;Begonte;VAZQUEZ;110;1554;25;0.070785071
27;27007;Begonte;RODRIGUEZ;86;1554;25;0.055341055
27;27007;Begonte;CASTRO;69;1554;25;0.044401544
27;27007;Begonte;VEIGA;74;1554;25;0.047619048
27;27007;Begonte;PI?EIRO;64;1554;25;0.041184041
27;27007;Begonte;ARIAS;49;1554;25;0.031531532
27;27007;Begonte;CRUZ;68;1554;25;0.043758044
27;27007;Begonte;FERREIRO;54;1554;25;0.034749035
27;27007;Begonte;GARCIA;48;1554;25;0.030888031
27;27007;Begonte;PRADO;34;1554;25;0.021879022
27;27007;Begonte;GONZALEZ;44;1554;25;0.028314028
27;27007;Begonte;GAYOSO;50;1554;25;0.032175032
27;27007;Begonte;IGLESIAS;41;1554;25;0.026383526
27;27007;Begonte;GOMEZ;42;1554;25;0.027027027
27;27007;Begonte;SUAREZ;39;1554;25;0.025096525
27;27007;Begonte;VARELA;44;1554;25;0.028314028
27;27007;Begonte;MARTINEZ;45;1554;25;0.028957529
27;27007;Begonte;REGUEIRO;39;1554;25;0.025096525
27;27007;Begonte;PEREZ;25;1554;25;0.016087516
27;27007;Begonte;REDONDO;19;1554;25;0.012226512
27;27007;Begonte;SANCHEZ;29;1554;25;0.018661519
27;27007;Begonte;ARES;41;1554;25;0.026383526
27;27008;B?eda;LOPEZ;190;1001;24;0.18981019
27;27008;B?eda;RODRIGUEZ;171;1001;24;0.170829171
27;27008;B?eda;GONZALEZ;104;1001;24;0.103896104
27;27008;B?eda;FERNANDEZ;93;1001;24;0.092907093
27;27008;B?eda;DIAZ;47;1001;24;0.046953047
27;27008;B?eda;PEREZ;27;1001;24;0.026973027
27;27008;B?eda;VAZQUEZ;38;1001;24;0.037962038
27;27008;B?eda;GARCIA;35;1001;24;0.034965035
27;27008;B?eda;ARIAS;31;1001;24;0.030969031
27;27008;B?eda;ALVAREZ;34;1001;24;0.033966034
27;27008;B?eda;ARMESTO;26;1001;24;0.025974026
27;27008;B?eda;GOMEZ;22;1001;24;0.021978022
27;27008;B?eda;MARTINEZ;21;1001;24;0.020979021
27;27008;B?eda;SANCHEZ;15;1001;24;0.014985015
27;27008;B?eda;CASTRO;16;1001;24;0.015984016
27;27008;B?eda;VILA;17;1001;24;0.016983017
27;27008;B?eda;LAGOA;19;1001;24;0.018981019
27;27008;B?eda;MENDEZ;15;1001;24;0.014985015
27;27008;B?eda;LUACES;13;1001;24;0.012987013
27;27008;B?eda;JUIZ;15;1001;24;0.014985015
27;27008;B?eda;VALCARCEL;18;1001;24;0.017982018
27;27008;B?eda;VEIGA;11;1001;24;0.010989011
27;27008;B?eda;REBOIRO;13;1001;24;0.012987013
27;27008;B?eda;CARBALLADA;10;1001;24;0.00999001
27;27902;Burela;FERNANDEZ;472;3534;25;0.133559706
27;27902;Burela;LOPEZ;337;3534;25;0.095359366
27;27902;Burela;GARCIA;339;3534;25;0.095925297
27;27902;Burela;GONZALEZ;262;3534;25;0.074136955
27;27902;Burela;RODRIGUEZ;258;3534;25;0.073005093
27;27902;Burela;DIAZ;176;3534;25;0.049801924
27;27902;Burela;PEREZ;129;3534;25;0.036502547
27;27902;Burela;MARTINEZ;130;3534;25;0.036785512
27;27902;Burela;OTERO;135;3534;25;0.03820034
27;27902;Burela;GOMEZ;122;3534;25;0.034521788
27;27902;Burela;PERNAS;133;3534;25;0.037634409
27;27902;Burela;VAZQUEZ;95;3534;25;0.02688172
27;27902;Burela;ALVAREZ;87;3534;25;0.024617997
27;27902;Burela;CASTRO;87;3534;25;0.024617997
27;27902;Burela;FRAGA;97;3534;25;0.027447651
27;27902;Burela;RAMOS;75;3534;25;0.021222411
27;27902;Burela;PARDO;76;3534;25;0.021505376
27;27902;Burela;RIVAS;80;3534;25;0.022637238
27;27902;Burela;ALONSO;60;3534;25;0.016977929
27;27902;Burela;VARELA;62;3534;25;0.01754386
27;27902;Burela;BLANCO;74;3534;25;0.020939445
27;27902;Burela;EIJO;62;3534;25;0.01754386
27;27902;Burela;BASANTA;64;3534;25;0.018109791
27;27902;Burela;CASAS;53;3534;25;0.01499717
27;27902;Burela;GOMES;69;3534;25;0.019524618
27;27009;Carballedo;GONZALEZ;291;1614;25;0.180297398
27;27009;Carballedo;VAZQUEZ;275;1614;25;0.170384139
27;27009;Carballedo;LOPEZ;160;1614;25;0.09913259
27;27009;Carballedo;FERNANDEZ;159;1614;25;0.098513011
27;27009;Carballedo;RODRIGUEZ;146;1614;25;0.090458488
27;27009;Carballedo;NOVOA;84;1614;25;0.05204461
27;27009;Carballedo;GARCIA;60;1614;25;0.037174721
27;27009;Carballedo;PEREZ;47;1614;25;0.029120198
27;27009;Carballedo;ALVAREZ;41;1614;25;0.025402726
27;27009;Carballedo;VARELA;36;1614;25;0.022304833
27;27009;Carballedo;BLANCO;25;1614;25;0.015489467
27;27009;Carballedo;PEREIRA;34;1614;25;0.021065675
27;27009;Carballedo;SANCHEZ;28;1614;25;0.017348203
27;27009;Carballedo;REY;27;1614;25;0.016728625
27;27009;Carballedo;IGLESIAS;29;1614;25;0.017967782
27;27009;Carballedo;DOMINGUEZ;34;1614;25;0.021065675
27;27009;Carballedo;GOMEZ;16;1614;25;0.009913259
27;27009;Carballedo;LOBELLE;22;1614;25;0.013630731
27;27009;Carballedo;HERMIDA;18;1614;25;0.011152416
27;27009;Carballedo;MAZAIRA;18;1614;25;0.011152416
27;27009;Carballedo;MIGUEZ;18;1614;25;0.011152416
27;27009;Carballedo;CORTI?AS;13;1614;25;0.008054523
27;27009;Carballedo;FERREIRO;10;1614;25;0.006195787
27;27009;Carballedo;LORENZO;8;1614;25;0.004956629
27;27009;Carballedo;GUERRA;15;1614;25;0.00929368
27;27010;Castro de Rei;FERNANDEZ;305;2294;25;0.132955536
27;27010;Castro de Rei;LOPEZ;259;2294;25;0.112903226
27;27010;Castro de Rei;RODRIGUEZ;231;2294;25;0.100697472
27;27010;Castro de Rei;GARCIA;165;2294;25;0.071926765
27;27010;Castro de Rei;DIAZ;151;2294;25;0.065823888
27;27010;Castro de Rei;CASTRO;132;2294;25;0.057541412
27;27010;Castro de Rei;GONZALEZ;106;2294;25;0.046207498
27;27010;Castro de Rei;VEIGA;74;2294;25;0.032258065
27;27010;Castro de Rei;FOLGUEIRA;71;2294;25;0.030950305
27;27010;Castro de Rei;PEREZ;66;2294;25;0.028770706
27;27010;Castro de Rei;NOVO;64;2294;25;0.027898867
27;27010;Castro de Rei;FREIRE;61;2294;25;0.026591107
27;27010;Castro de Rei;TEIJEIRO;62;2294;25;0.027027027
27;27010;Castro de Rei;RIVAS;55;2294;25;0.023975588
27;27010;Castro de Rei;VAZQUEZ;47;2294;25;0.02048823
27;27010;Castro de Rei;GOMEZ;43;2294;25;0.018744551
27;27010;Castro de Rei;BARJA;52;2294;25;0.022667829
27;27010;Castro de Rei;BLANCO;63;2294;25;0.027462947
27;27010;Castro de Rei;MENDEZ;50;2294;25;0.02179599
27;27010;Castro de Rei;ANDION;48;2294;25;0.02092415
27;27010;Castro de Rei;IGLESIAS;38;2294;25;0.016564952
27;27010;Castro de Rei;ABELLEIRA;37;2294;25;0.016129032
27;27010;Castro de Rei;LAGE;34;2294;25;0.014821273
27;27010;Castro de Rei;OTERO;42;2294;25;0.018308631
27;27010;Castro de Rei;MARTINEZ;38;2294;25;0.016564952
27;27011;Castroverde;FERNANDEZ;226;1480;25;0.152702703
27;27011;Castroverde;LOPEZ;193;1480;25;0.130405405
27;27011;Castroverde;GONZALEZ;85;1480;25;0.057432432
27;27011;Castroverde;DIAZ;88;1480;25;0.059459459
27;27011;Castroverde;RODRIGUEZ;77;1480;25;0.052027027
27;27011;Castroverde;GOMEZ;76;1480;25;0.051351351
27;27011;Castroverde;PEREZ;72;1480;25;0.048648649
27;27011;Castroverde;ALVAREZ;73;1480;25;0.049324324
27;27011;Castroverde;FERREIRO;73;1480;25;0.049324324
27;27011;Castroverde;CASTRO;50;1480;25;0.033783784
27;27011;Castroverde;OTERO;46;1480;25;0.031081081
27;27011;Castroverde;ARIAS;45;1480;25;0.030405405
27;27011;Castroverde;GARCIA;39;1480;25;0.026351351
27;27011;Castroverde;LENCE;43;1480;25;0.029054054
